decimalLatitude,decimalLongitude
10.67559,3.36006
10.67588,3.36094
10.676251,2.477564
10.67662,2.56794
10.67682,3.36379
10.67712,2.56945
10.683333,13.866667
10.683333,13.866667
10.683333,-4.283333
10.698671,1.323329
10.70535,1.17092
10.70554,1.1715
10.70659,1.17462
10.70698,1.31958
10.70707,1.17604
10.71049,3.36538
10.71104,3.5048
10.71121,3.36757
10.71127,3.51471
10.71137,3.51502
10.711399,2.981372
10.71142,3.50598
10.71163,3.37804
10.71183,3.50722
10.71201,3.37002
10.71205,3.37013
10.71226,3.37078
10.71755,1.45009
10.71857,1.46216
10.71918,2.00589
10.72028,2.00918
10.72085,2.0109
10.72252,3.51225
10.724131,3.187737
10.724858,1.365609
10.733333,14.616667
10.74246,13.80424
10.747,3.72504
10.74764,3.72699
10.75,19.866667
10.75,19.866667
10.757918,1.374718
10.764854,3.191247
10.766667,1.4
10.77421,3.41262
10.77525,3.4158
10.77575,3.41731
10.78333,-7.8
10.795593,2.559163
10.797159,2.559993
10.8,0.116667
10.8,0.116667
10.8,15.366667
10.8,14.883333
10.8,-4.533333
10.8,-4.533333
10.800368,2.56512
10.80421,2.53427
10.8075,2.610428
10.8077,1.1419
10.807787,2.608387
10.813404,2.561762
10.8166,1.4333
10.816667,0.133333
10.816667,0.116667
10.81886,2.27831
10.82005,2.2819
10.824841,2.578497
10.826123,2.633458
10.83075,2.108957
10.832123,2.560628
10.8333,2.1
10.833333,-4.516667
10.835326,2.561291
10.83974,2.35938
10.84105,1.17941
10.84262,1.44497
10.84344,1.3124
10.84431,1.31497
10.84664,3.37623
10.84709,2.35426
10.85,15.35
10.85,1.4
10.85302,1.32294
10.85533,2.00695
10.8566,2.14678
10.857722,2.610254
10.859791,2.602337
10.860212,2.59896
10.865,1.355556
10.865,1.355556
10.866667,19.316667
10.866667,1.183333
10.874339,2.628001
10.875972,1.49318
10.875972,1.49318
10.881667,1.488889
10.881667,1.488889
10.88278,2.31637
10.88282,2.31648
10.88283,2.31651
10.88318,2.31758
10.883333,0.25
10.883333,0.233333
10.883333,19.8
10.883333,14.833333
10.883333,1.55
10.883333,1.35
10.883333,1.35
10.884285,1.336675
10.89052,-7.43814
10.89403,-1.09215
10.89403,-1.09215
10.894167,1.501389
10.894167,1.501389
10.9,0.133333
10.9,0.233333
10.9,0.233333
10.9,0.133333
10.9,28.966667
10.9,-4.35
10.90101,3.72623
10.903203,2.512526
10.90989,2.30716
10.90989,2.30716
10.91013,2.30787
10.916667,18.166667
10.916667,-4.083333
10.916667,1.483333
10.916667,1.5
10.916667,1.5
10.917883,-1.930667
10.922191,1.942799
10.923262,1.954526
10.92921,2.480568
10.929801,2.493077
10.933333,0.133333
10.933333,0.133333
10.933333,-4.366667
10.933333,-4.083333
10.933333,-4.366667
10.93828,2.47464
10.940652,1.970762
10.95,0.333333
10.95,19.933333
10.95,1.5
10.95199,13.91489
10.96244,13.90425
10.96244,13.90425
10.966667,13.933333
10.966667,0.333333
10.966667,0.316667
10.966667,13.916667
10.966667,13.933333
10.97174,1.55884
10.972666,1.987875
10.97903,1.18571
10.98007,1.45876
10.9805,1.31596
10.98105,1.45268
10.983333,0.333333
10.983732,2.448227
10.983983,2.493927
10.984105,1.66639
10.984222,2.490494
10.984252,2.445388
10.98598,1.03577
10.98632,1.04574
10.986479,2.472523
10.98662,1.03766
10.98755,1.319
10.9892,1.58523
10.98946,1.58603
10.99034,2.26778
10.99156,2.27146
10.99311,2.28519
10.9933,2.28577
11.00096,2.64577
11.001765,2.458381
11.002148,2.464824
11.004239,2.461104
11.004787,2.464106
11.005962,2.463975
11.006351,2.463691
11.016667,-4.166667
11.016667,-2.783333
11.018865,0.977924
11.01956,0.978001
11.020899,2.462017
11.021196,2.461284
11.021766,2.461439
11.023585,2.451997
11.023654,2.460071
11.023751,2.453846
11.02753,2.32531
11.02774,2.32591
11.0279,2.3264
11.0284,2.32791
11.02875,2.32898
11.029633,2.398406
11.033333,1
11.033333,1
11.033333,19.733333
11.033333,19.8
11.033333,-4.166667
11.038819,1.976326
11.03931,0.06655
11.044423,1.893154
11.044517,0.984404
11.045784,1.892151
11.05,1.516667
11.05,-1.417
11.05,-1.417
11.05,-1.417
11.05,-1.417
11.057017,0.996904
11.058199,3.357836
11.058369,1.898924
11.061648,2.992235
11.062961,2.408958
11.065862,1.910531
11.066667,20.05
11.066667,1.583333
11.071801,3.112889
11.07329,2.6365
11.0733,2.63652
11.0733,2.63652
11.07349,2.6371
11.07349,2.6371
11.07386,2.63823
11.07415,2.6391
11.0745,2.64018
11.075167,-4.745383
11.075917,-4.753333
11.076011,3.00803
11.081144,1.876107
11.08293,2.66568
11.083333,-1.9
11.086201,2.398803
11.092642,2.395228
11.1,1.75
11.1,3.25
11.1,1.75
11.1,1.75
11.1,-0.983333
11.1007,2.36399
11.103144,1.996428
11.110535,1.99199
11.11504,1.44715
11.11517,1.45655
11.116667,-4.166667
11.116667,-4.166667
11.116667,-4.166667
11.116667,-4.166667
11.116667,-4.166667
11.11668,1.45203
11.11674,1.73204
11.11722,1.73346
11.1173,1.45389
11.11742,1.73407
11.12675,1.99741
11.12706,1.73581
11.12739,2.4081
11.12803,2.13734
11.12845,2.41131
11.133333,14.783333
11.133333,-4.166667
11.133333,-4.166667
11.133333,-4.166667
11.133333,-4.166667
11.133333,-1.916667
11.133904,3.242554
11.134863,2.475252
11.138684,2.478057
11.147747,2.987535
11.148542,2.987929
11.149302,2.984778
11.15,-1.95
11.15,-1.95
11.15,-0.65
11.150062,2.989687
11.150559,2.988461
11.151057,2.987825
11.151489,2.989934
11.15162,-0.66055
11.152694,2.989669
11.153263,2.989485
11.153706,2.985959
11.154982,2.985236
11.156826,2.980015
11.159657,2.987516
11.165301,3.006118
11.166142,3.008398
11.166667,-0.266667
11.166667,1.15
11.166667,1.166667
11.167218,3.008508
11.168249,3.00925
11.17216,0.16418
11.183333,7.633333
11.183333,7.633333
11.183333,7.633333
11.183333,7.633333
11.183333,7.633333
11.183333,7.633333
11.184355,3.024859
11.18656,-0.63226
11.18656,-0.63226
11.186824,3.026672
11.2,16.133333
11.2091,2.79208
11.212769,2.2368
11.214836,2.972518
11.216667,14.3
11.233333,-0.283333
11.233333,-2.033333
11.23629,3.07603
11.24045,2.378517
11.24548,2.82011
11.24791,1.16819
11.2495,1.17293
11.24996,1.17427
11.25,0.75
11.25077,1.17671
11.25096,1.17726
11.25116,1.17786
11.25189,1.18003
11.25315,1.86048
11.25379,1.8624
11.25436,2.8928
11.2546,3.51783
11.25486,3.10503
11.25533,3.52005
11.25978,1.591
11.25998,1.3121
11.26116,1.59514
11.261561,2.435098
11.26271,3.09222
11.26392,-6.4231
11.266667,-0.2
11.26667,-2.1
11.26667,-2.1
11.268714,2.730819
11.277254,2.436386
11.283333,-1.95
11.283333,-4.95
11.283333,-4.95
11.283333,-4.95
11.29958,3.48032
11.29979,3.09498
11.3,14.966667
11.3,15.5
11.3,14.966667
11.3,-0.333333
11.3,-1.883333
11.3,-1.9
11.30024,3.23405
11.301036,3.049422
11.306396,2.555007
11.309967,2.491383
11.310125,1.355628
11.310125,1.355628
11.310125,1.355628
11.310125,1.355628
11.3125,-1.87722
11.315935,2.456937
11.316667,20.716667
11.321086,1.95165
11.328908,2.505967
11.330265,2.495802
11.330433,2.524817
11.33333,-1.91667
11.333333,-1.883333
11.335544,2.350865
11.33596,3.08582
11.336187,2.351386
11.336401,2.370133
11.33662,3.08783
11.33785,2.483774
11.338534,2.349062
11.339974,2.482982
11.3449,2.72841
11.34556,2.73041
11.345718,2.49418
11.34591,2.73148
11.350007,2.322485
11.35391,2.36343
11.356299,2.284214
11.358361,1.921056
11.362194,1.91825
11.365926,3.269845
11.366667,16.25
11.3701,2.2324
11.379778,1.905833
11.380167,1.904444
11.380194,1.903028
11.38035,2.37951
11.38108,2.3817
11.38108,2.3817
11.383333,16.216667
11.383333,-1.883333
11.383333,-0.266667
11.384167,2.526517
11.38828,1.86749
11.38855,2.13136
11.38939,1.86178
11.38973,2.45339
11.39001,3.36999
11.39023,3.05834
11.39054,3.3808
11.39107,2.14803
11.39213,3.37648
11.39246,3.1018
11.39255,3.10207
11.394144,2.197243
11.395144,3.269922
11.39566,1.71766
11.3966,1.72046
11.3967,1.85653
11.39672,1.85661
11.39678,1.72101
11.39684,1.85697
11.39712,1.73108
11.39772,1.72384
11.39778,1.85977
11.397806,1.650222
11.39805,2.13271
11.398139,1.651667
11.39815,3.10079
11.39818,2.1331
11.39842,1.72593
11.39892,2.55411
11.39896,2.14454
11.39914,2.13601
11.399361,1.652528
11.39941,1.86468
11.39959,3.10517
11.39972,2.27409
11.399727,2.195178
11.4,2.983333
11.40025,1.651278
11.40027,3.10723
11.40035,3.10748
11.400361,1.649778
11.400806,1.646917
11.401139,1.648278
11.4012,3.11006
11.402754,1.562384
11.40798,3.2593
11.40798,3.2593
11.40802,3.25943
11.40821,3.26001
11.40858,3.26114
11.40922,3.26309
11.409709,3.378349
11.416667,-0.366667
11.416667,-0.266667
11.417533,3.375033
11.421944,-2.261111
11.427638,3.087624
11.433333,3.083333
11.433333,3.083333
11.43596,3.30788
11.44,3.248975
11.445833,3.095833
11.447723,3.356323
11.45,1.466667
11.45,-2.216667
11.45,-0.35
11.45,3.05
11.45,1.466
11.45329,3.11265
11.45333,3.11276
11.45352,3.11336
11.45395,2.61113
11.45418,3.11537
11.4543,2.6122
11.45454,3.11644
11.466667,-0.283333
11.466667,-0.35
11.467778,1.564167
11.470133,2.5953
11.483333,14.683333
11.483333,14.7
11.5,-4
11.5,3.25
11.50775,0.05132
11.50775,0.05132
11.5122,2.2237
11.512589,3.238759
11.516667,-0.366667
11.52462,2.55117
11.52503,3.09247
11.52524,2.55306
11.52537,2.41664
11.52595,3.09527
11.52693,2.55818
11.52737,2.69653
11.533333,18.2
11.533333,-4.166667
11.533333,2.5
11.533333,2.5
11.533333,2.5
11.53514,3.09572
11.53567,3.09734
11.5464,2.7441
11.5464,2.7441
11.55,-1.916667
11.557083,-4.150883
11.566144,3.482666
11.566667,-4.833333
11.566667,-2.016667
11.57,3.298757
11.583,1.467
11.583333,2.633333
11.583333,2.633333
11.583333,2.633333
11.58843,2.44312
11.595056,3.0055
11.6,-4.85
11.6,-4.85
11.6,-4.833333
11.60646,2.41556
11.60675,3.000167
11.616667,15.966667
11.616667,-4.833333
11.616667,-4.816667
11.616667,-4.75
11.616667,2.633333
11.616667,2.633333
11.616667,2.633333
11.624824,3.302138
11.6266,2.9679
11.631542,3.31708
11.632997,2.42537
11.633,-0.333
11.633069,2.425104
11.633178,2.425755
11.633333,-4.766667
11.633333,-4.833333
11.63836,0.52119
11.638581,2.422983
11.64286,0.51932
11.65,-4.766667
11.65,3.216667
11.6536,2.9334
11.6536,2.9334
11.655167,-0.110917
11.6596,2.9223
11.6596,2.9223
11.6603,3.36726
11.66033,2.81633
11.66055,2.67973
11.66056,2.67975
11.66142,2.82878
11.66165,3.38059
11.66198,2.82134
11.66214,2.95926
11.662286,2.402181
11.66233,3.37345
11.66239,2.82258
11.66252,2.83214
11.66266,3.37447
11.66282,3.10821
11.66284,2.82392
11.66291,2.97078
11.663,2.97105
11.66304,2.97119
11.66309,3.37577
11.66332,2.83456
11.66334,2.69735
11.66437,2.70046
11.666667,-1.083333
11.66758,2.395555
11.66764,-4.46152
11.668006,2.396095
11.6681,2.3459
11.66987,3.09295
11.66993,3.23099
11.67018,2.81877
11.67037,2.81935
11.67037,3.23234
11.67043,3.09466
11.67048,2.96632
11.67048,3.37994
11.67051,3.09488
11.67074,3.23347
11.67074,3.38074
11.67078,3.09571
11.67082,3.23372
11.67084,2.82993
11.67091,3.23397
11.67098,3.23419
11.67106,3.23444
11.67112,2.95907
11.67115,3.09684
11.6712,3.23488
11.67136,2.82235
11.67142,3.09766
11.67148,2.96017
11.67152,2.82282
11.67165,2.82323
11.6717,2.97003
11.67172,2.8326
11.67182,2.97039
11.67183,2.97042
11.67185,2.97047
11.67187,3.37498
11.67191,3.09915
11.67198,3.10129
11.67205,3.09959
11.67207,2.96196
11.67212,3.09981
11.6722,3.2379
11.67222,3.23799
11.67227,2.97177
11.67239,3.23848
11.67243,3.10074
11.6725,3.23884
11.67254,2.83507
11.67269,2.83554
11.67295,3.24022
11.67296,2.82719
11.67297,3.1024
11.67314,2.82774
11.6738,2.667
11.6738,2.7955
11.674785,2.381869
11.67861,2.42514
11.67887,2.42473
11.67923,2.42685
11.67944,2.42643
11.6816,2.3142
11.683333,-0.116667
11.68756,2.40666
11.68787,2.40633
11.7,15.4
11.7,15.05
11.7,-0.333333
11.7,-0.333333
11.7,-0.35
11.7,-0.316
11.7,-0.333
11.7,-0.333
11.7077,2.8682
11.7138,2.8666
11.716667,15.266667
11.716667,0.116667
11.716667,0.033333
11.733333,0.066667
11.733333,0.516667
11.74481,-5.94361
11.7477,2.7521
11.75,0.216667
11.75,-4.15
11.75,-2.933
11.75,-0.333
11.7508,2.769
11.766667,0.15
11.766667,2.766667
11.7719,2.7795
11.7763,2.4343
11.783,-0.367
11.783333,0.033333
11.7866,2.7441
11.7894,2.7901
11.79584,2.55051
11.79627,2.5518
11.79629,2.82633
11.79631,2.82638
11.79642,3.50719
11.79676,2.81858
11.79719,2.8199
11.79726,2.68279
11.7973,2.55491
11.79753,2.8301
11.79758,2.83024
11.79778,2.83084
11.79782,2.8218
11.79795,2.83137
11.79796,2.82224
11.79823,2.82307
11.79853,2.83313
11.79876,2.82466
11.79885,2.82494
11.7991,2.83486
11.79935,2.83563
11.8,15.216667
11.8,15.216667
11.8,0.1
11.8,0.183333
11.80014,2.82885
11.80367,3.60918
11.80574,2.82756
11.80609,2.81945
11.80721,2.83202
11.80823,2.82595
11.816667,15.083333
11.816667,15.083333
11.816667,2.383333
11.833333,15.1
11.833333,15.1
11.8461,2.8381
11.85,0.1
11.85,0.15
11.866667,-4.083333
11.867533,3.376683
11.8678,3.322017
11.87252,0.37535
11.87252,0.37535
11.87252,0.37535
11.87252,0.37535
11.87341,0.37442
11.8833,2.5758
11.8833,2.5758
11.9,-0.833333
11.9,2.933333
11.9,2.416667
11.9,-0.316667
11.916667,15.116667
11.916667,2.4
11.916667,-0.816667
11.916667,-0.766667
11.93156,2.67853
11.93248,2.68131
11.93303,2.68299
11.93323,2.69275
11.933333,2.4
11.933333,0.383333
11.933333,-0.166667
11.933333,2.4
11.933333,2.4
11.933333,2.4
11.933333,2.983333
11.9334,2.69328
11.93344,2.69339
11.93396,2.68583
11.93459,2.68773
11.93484,2.97268
11.93487,2.69774
11.93499,2.6981
11.93591,2.69172
11.9367,0.3983
11.94088,2.67937
11.94101,2.67976
11.9414,2.95592
11.94157,2.68147
11.94193,3.10452
11.94205,3.09569
11.94216,2.40909
11.94232,2.95873
11.94252,2.95933
11.94399,2.9638
11.94413,2.41503
11.94465,-0.77348
11.95,3.016667
11.96028,3.159013
11.966667,15.133333
11.966667,15.733333
11.966667,21.45
11.966667,2.35
11.966667,-4.25
11.980927,3.1056
11.983333,38.983333
11.983333,2.45
11.983333,2.45
11.983333,2.45
11.983333,2.45
11.983333,2.1
11.983333,2.166667
12.016667,0.516667
12.016667,15.733333
12.016667,14.983333
12.016667,0.55
12.044693,3.032227
12.04847,15.07685
12.049689,3.075942
12.05,14.966667
12.05,14.966667
12.05,14.933333
12.05,14.933333
12.05,0.45
12.0666,3.1833
12.066667,15.066667
12.066667,0.35
12.0667,0.35
12.0667,0.35
12.0667,0.35
12.0667,0.35
12.0667,0.35
12.0667,0.35
12.0667,0.35
12.068,3.184
12.076329,3.191864
12.0771,3.10311
12.07927,2.97184
12.0798,37.72388
12.083333,14.933333
12.083333,37.716667
12.08708,15.01483
12.1,2.316667
12.1,14.933333
12.1,14.666667
12.105933,0.177917
12.116667,14.733333
12.116667,14.733333
12.116667,14.733333
12.116667,14.733333
12.116667,14.733333
12.116667,14.7
12.116667,14.733333
12.116667,14.733333
12.133333,14.916667
12.133333,14.7
12.133333,14.75
12.133333,14.833333
12.133333,1.766667
12.133333,14.983333
12.13335,14.88049
12.13485,15.05574
12.13485,15.05574
12.15,2.4
12.15,14.766667
12.15,14.75
12.15,14.75
12.166667,2.283333
12.166667,14.783333
12.166667,14.8
12.166667,14.833333
12.166667,0.083333
12.183333,17.466667
12.183333,14.816667
12.183333,14.8
12.183333,14.833333
12.183333,14.816667
12.183333,14.8
12.183333,14.833333
12.183333,14.8
12.183333,14.8
12.183333,14.833333
12.183333,14.8
12.183333,14.816667
12.183333,14.783333
12.18442,6.23759
12.2,14.783333
12.2,14.833333
12.2,14.833333
12.2,14.833333
12.2,14.833333
12.2039,2.69054
12.20443,2.69214
12.20533,2.68573
12.212891,2.929713
12.216667,14.833333
12.216667,14.816667
12.216667,14.816667
12.216667,14.816667
12.216667,14.833333
12.216667,14.85
12.25,14.7
12.270143,2.853906
12.283333,14.683333
12.283333,14.683333
12.283333,-0.083333
12.286557,2.890844
12.3,2.216667
12.3,14.7
12.3,14.7
12.316667,14.716667
12.35,-3.683333
12.35,2.75
12.366,-12.316
12.366667,14.916667
12.366667,2.783333
12.366667,2.783333
12.366667,2.783333
12.367,-1.517
12.367,-1.517
12.367,-1.517
12.367,-1.517
12.37143,-1.51966
12.383333,14.85
12.383333,14.85
12.383333,2.783333
12.383333,2.783333
12.387599,-1.494737
12.39096,-1.49667
12.4,-3.8
12.4,2.816667
12.4,2.816667
12.4,2.833333
12.4,2.8
12.4,2.833333
12.4,2.833333
12.416667,2.25
12.45,2.45
12.466667,39.516667
12.483333,2.366667
12.483333,2.416667
12.483333,14.45
12.483333,14.65
12.5,2.633333
12.516667,14.833333
12.516667,14.816667
12.533333,21.016667
12.533333,14.783333
12.55,2.516667
12.55,2.533333
12.566667,14.85
12.58221,32.80071
12.58221,32.80071
12.6,14.383333
12.6,14.283333
12.6,14.3
12.6,14.38333
12.616667,14.333333
12.616667,14.733333
12.633333,14.283333
12.633333,14.75
12.63923,-8.00289
12.63923,-8.00289
12.64616,-7.92362
12.65,14.316667
12.65,14.75
12.65,14.716667
12.65,14.7
12.65,14.733333
12.666667,14.233333
12.666667,14.666667
12.666667,14.683333
12.683333,14.283333
12.683333,14.383333
12.7,14.3
12.7,14.35
12.7,14.5
12.7,-0.166667
12.716667,20.75
12.716667,2.266667
12.716667,14.516667
12.716667,14.666667
12.73111,-15.52849
12.73333,-4.13333
12.75,14.65
12.75,14.616667
12.75,14.6
12.75,14.533333
12.766667,20.516667
12.783333,14.55
12.816667,14.566667
12.816667,14.866667
12.82095,-15.22491
12.833333,15.833333
12.833333,-14.9
12.833333,-14.9
12.833333,-14.833333
12.833333,-14.833333
12.836111,-12.366944
12.85,14.566667
12.866667,14.566667
12.875,24.125
12.87834,-12.25234
12.900188,7.58562
12.91556,-14.94827
12.916667,15.033333
12.92374,-7.55618
12.95,21.233333
12.96364,-8.98803
12.96364,-8.98803
12.966667,1.666667
12.983,-13.416
12.983333,-13.416667
12.991667,37.773333
12.99535,15.73218
13,3.45
13.0075,-12.914444
13.033333,2.833333
13.03411,-9.4895
13.03411,-9.4895
13.066667,-2.433333
13.083333,3.05
13.16667,24.36667
13.18111,24.4775
13.2,14.583333
13.216667,-0.8
13.260278,-12.105278
13.33114,15.14465
13.333333,14.783333
13.3545,1.28346
13.35476,19.95549
13.366667,-0.483333
13.416667,7.166667
13.45,-2.55
13.45333,15.17528
13.483333,-2.333333
13.5116,2.12539
13.533333,2.066667
13.56972,14.83194
13.56972,14.83194
13.583333,7.95
13.61306,4.11333
13.616667,-16.483333
13.616667,14.766667
13.61975,25.35487
13.65,-16.45
13.65,-2.3
13.65,-16.466667
13.65,-16.466667
13.65,-16.466667
13.65,-16.466667
13.65,-16.466667
13.65,-16.466667
13.65,-16.466667
13.65,-16.466667
13.65,-16.466667
13.65306,-16.44611
13.666,-16.5
13.666667,9.833333
13.71333,-9.54694
13.71667,21.33333
13.75,14.416667
13.75,9.083333
13.80181,8.98527
13.80926,-10.83457
13.85,-5.583333
13.85,14.75
13.916667,-5.616667
13.95,-5.6
13.96028,-5.51528
13.96081,-5.5158
13.96284,-5.35994
13.96934,-5.50964
13.98071,-5.31189
13.983333,-5.633333
14,-9.55
14.02465,-0.02332
14.10567,38.28495
14.10567,38.28495
14.1186,1.53397
14.15,-16.766667
14.2,-16.866667
14.2,-16.866667
14.2,-13.93333
14.25,-0.366667
14.25,0.116667
14.266667,-16.9
14.283333,-0.216667
14.316667,-0.3
14.332361,-3.413694
14.332361,-3.413694
14.332361,-3.413694
14.332361,-3.413694
14.332361,-3.413694
14.333333,-0.416667
14.333333,-0.416667
14.333333,-0.433333
14.333333,-0.416667
14.333333,-0.416667
14.333333,-0.466667
14.35,-0.383333
14.366,-0.283
14.366667,-0.316667
14.366667,-0.283333
14.383333,7.216667
14.383333,-0.3
14.4,-0.3
14.4,-0.3
14.4,-0.3
14.4,-4.38333
14.45,-0.366667
14.45893,-11.44363
14.46379,-3.30616
14.466667,-16.3
14.483333,5.616667
14.48504,-17.07461
14.51217,-3.27609
14.557222,-17.113889
14.61667,-17.03333
14.666667,5.75
14.76131,-17.02739
14.8,-16.933333
14.87813,15.40681
14.898889,-17.062222
14.898889,-17.062222
14.90267,-12.46385
14.916667,-0.65
15,-16.95
15,-0.783333
15.0065,-16.73694
15.01134,-4.23258
15.034444,-12.300278
15.034444,-12.300278
15.034444,-12.300278
15.034444,-12.300278
15.034444,-12.300278
15.07643,-12.81554
15.07643,-12.81554
15.124722,-12.72
15.124722,-12.72
15.166667,4.416667
15.2,10.716667
15.2,10.733333
15.2,10.733333
15.25,10.75
15.25,10.75
15.3,-16.45
15.32212,0.74734
15.32477,0.74545
15.37634,-16.44648
15.45417,18.73221
15.483333,11.1
15.65583,-13.25528
15.6561,-13.24677
15.683333,-13.183333
15.733333,5.783333
15.78057,-4.20287
15.816667,-1.283333
15.983333,4.833333
16.016667,-13.566667
16.018,-16.489
16.0825,-16.40972
16.0825,-16.40972
16.266667,-16.133333
16.273,-16.138
16.27743,-16.13898
16.27743,-16.13898
16.27743,-16.13898
16.27743,-16.13898
16.27743,-16.13898
16.27743,-16.13898
16.27743,-16.13898
16.27743,-16.13898
16.27743,-16.13898
16.27743,-16.13898
16.2801,-16.13892
16.4,-16.383333
16.45888,-15.69405
16.510278,-15.654444
16.510278,-15.654444
16.53333,-15.41667
16.54832,-14.83753
16.54832,-14.83753
16.56478,-14.83891
16.583,-14.87
16.583333,-14.266667
16.59854,-14.93574
16.66006,-14.95933
16.66216,-14.97418
16.666667,7.716667
16.666667,-16.95
17.333333,8.216667
17.35,8.366667
17.57069,-3.99617
19.033333,8.466667
32.73,-117.17
