number,species,lat,long
1,V. sieberiana,10.923262,1.954526
1,V. sieberiana,8.94657,1.95668
1,V. sieberiana,7.539728,1.957463
1,V. sieberiana,7.540308,1.958105
1,V. sieberiana,7.545167,1.958773
1,V. sieberiana,7.542313,1.960439
1,V. sieberiana,7.544041,1.960933
1,V. sieberiana,7.544313,1.961041
1,V. sieberiana,7.545879,1.961808
1,V. sieberiana,7.54616,1.961862
1,V. sieberiana,7.551088,1.965076
1,V. sieberiana,7.550419,1.965377
1,V. sieberiana,7.715435,1.96654
1,V. sieberiana,7.9333,1.9666
1,V. sieberiana,7.551381,1.96687
1,V. sieberiana,7.55254,1.967076
1,V. sieberiana,7.715012,1.96723
1,V. sieberiana,7.554939,1.968131
1,V. sieberiana,7.554161,1.96825
1,V. sieberiana,8.219841,1.968542
1,V. sieberiana,10.940652,1.970762
1,V. sieberiana,7.568278,1.971616
1,V. sieberiana,7.568489,1.972948
1,V. sieberiana,7.568544,1.973274
1,V. sieberiana,9,1.97575
1,V. sieberiana,9.133333,1.97575
1,V. sieberiana,7.92759,1.975931
1,V. sieberiana,11.038819,1.976326
1,V. sieberiana,7.570535,1.977302
1,V. sieberiana,7.569515,1.97832
1,V. sieberiana,8.384232,1.978321
1,V. sieberiana,9.856667,1.978611
1,V. sieberiana,7.582198,1.979568
1,V. sieberiana,7.582536,1.980909
1,V. sieberiana,7.5825,1.980945
1,V. sieberiana,8.864665,1.982622
1,V. sieberiana,7.568883,1.982799
1,V. sieberiana,7.570042,1.983023
1,V. sieberiana,7.57025,1.983312
1,V. sieberiana,7.570505,1.983747
1,V. sieberiana,7.569701,1.98451
1,V. sieberiana,7.563371,1.984661
1,V. sieberiana,7.570717,1.985867
1,V. sieberiana,10.972666,1.987875
1,V. sieberiana,7.945842,1.988345
1,V. sieberiana,7.516372,1.990707
1,V. sieberiana,7.516174,1.991033
1,V. sieberiana,7.535972,1.991178
1,V. sieberiana,11.110535,1.99199
1,V. sieberiana,7.746462,1.995073
1,V. sieberiana,7.747449,1.995787
1,V. sieberiana,7.745279,1.995801
1,V. sieberiana,10.43822,1.99585
1,V. sieberiana,7.747866,1.996076
1,V. sieberiana,9.114622,1.996199
1,V. sieberiana,7.747134,1.996368
1,V. sieberiana,11.103144,1.996428
1,V. sieberiana,7.745081,1.996445
1,V. sieberiana,10.44756,1.9967
1,V. sieberiana,7.753502,1.996779
1,V. sieberiana,7.753132,1.997043
1,V. sieberiana,7.753947,1.997231
1,V. sieberiana,11.12675,1.99741
1,V. sieberiana,7.754427,1.997511
1,V. sieberiana,7.753278,1.997596
1,V. sieberiana,7.754355,1.997847
1,V. sieberiana,7.753533,1.998012
1,V. sieberiana,10.44823,1.99872
1,V. sieberiana,7.753941,1.998818
1,V. sieberiana,10.44839,1.99919
1,V. sieberiana,10.57516,1.9993
1,V. sieberiana,10.44928,2.00187
1,V. sieberiana,10.45003,2.00412
1,V. sieberiana,10.71918,2.00589
1,V. sieberiana,7.742871,2.006659
1,V. sieberiana,10.85533,2.00695
1,V. sieberiana,10.5842,2.0083
1,V. sieberiana,10.72028,2.00918
1,V. sieberiana,10.58499,2.01068
1,V. sieberiana,10.72085,2.0109
1,V. sieberiana,10.44071,2.01235
1,V. sieberiana,8.93825,2.01297
1,V. sieberiana,7.774415,2.013188
1,V. sieberiana,7.774796,2.013559
1,V. sieberiana,8.316398,2.034686
1,V. sieberiana,8.317539,2.0354
1,V. sieberiana,9.76996,2.03685
1,V. sieberiana,9.07462,2.04183
1,V. sieberiana,10.401699,2.04386
1,V. sieberiana,13.533333,2.066667
1,V. sieberiana,7.499681,2.071102
1,V. sieberiana,7.78,2.08
1,V. sieberiana,10.396196,2.085685
1,V. sieberiana,10.396766,2.088927
1,V. sieberiana,10.394724,2.089353
1,V. sieberiana,10.394375,2.090925
1,V. sieberiana,9.088497,2.093951
1,V. sieberiana,9.088688,2.096075
1,V. sieberiana,10.8333,2.1
1,V. sieberiana,11.983333,2.1
1,V. sieberiana,9.102106,2.107484
1,V. sieberiana,10.83075,2.108957
1,V. sieberiana,9.44438,2.11004
1,V. sieberiana,7.525517,2.110636
1,V. sieberiana,9.44475,2.11113
1,V. sieberiana,9.44496,2.11176
1,V. sieberiana,9.44512,2.11225
1,V. sieberiana,9.44525,2.11263
1,V. sieberiana,7.71241,2.12024
1,V. sieberiana,13.5116,2.12539
1,V. sieberiana,8.528955,2.127022
1,V. sieberiana,7.536357,2.129456
1,V. sieberiana,11.38855,2.13136
1,V. sieberiana,11.39805,2.13271
1,V. sieberiana,7.8,2.133
1,V. sieberiana,11.39818,2.1331
1,V. sieberiana,7.8,2.133333
1,V. sieberiana,10.326038,2.134685
1,V. sieberiana,11.39914,2.13601
1,V. sieberiana,11.12803,2.13734
1,V. sieberiana,8.637272,2.144096
1,V. sieberiana,11.39896,2.14454
1,V. sieberiana,10.57552,2.14532
1,V. sieberiana,10.8566,2.14678
1,V. sieberiana,11.39107,2.14803
1,V. sieberiana,8.19724,2.15192
1,V. sieberiana,9.15,2.166667
1,V. sieberiana,9.15,2.166667
1,V. sieberiana,11.983333,2.166667
1,V. sieberiana,9.105142,2.172805
1,V. sieberiana,9.111553,2.173519
1,V. sieberiana,9.111981,2.174051
1,V. sieberiana,9.134711,2.174874
1,V. sieberiana,7.696297,2.177485
1,V. sieberiana,9.274049,2.184965
1,V. sieberiana,9.14213,2.18538
1,V. sieberiana,9.73395,2.19122
1,V. sieberiana,8.9562,2.19312
1,V. sieberiana,9.73472,2.19354
1,V. sieberiana,9.73485,2.19392
1,V. sieberiana,11.399727,2.195178
1,V. sieberiana,7.664074,2.19668
1,V. sieberiana,11.394144,2.197243
1,V. sieberiana,7.694663,2.19726
1,V. sieberiana,8.961963,2.19978
1,V. sieberiana,7.671289,2.211305
1,V. sieberiana,7.667796,2.213507
1,V. sieberiana,12.3,2.216667
1,V. sieberiana,9.165432,2.221036
1,V. sieberiana,11.5122,2.2237
1,V. sieberiana,9.168737,2.227952
1,V. sieberiana,7.666675,2.23022
1,V. sieberiana,9.113024,2.232374
1,V. sieberiana,11.3701,2.2324
1,V. sieberiana,8.28756,2.23257
1,V. sieberiana,8.28821,2.23451
1,V. sieberiana,11.212769,2.2368
1,V. sieberiana,9.076423,2.243363
1,V. sieberiana,8.68634,2.248641
1,V. sieberiana,12.416667,2.25
1,V. sieberiana,9.025913,2.255811
1,V. sieberiana,8.157233,2.257563
1,V. sieberiana,8.989883,2.260893
1,V. sieberiana,10.3219,2.26263
1,V. sieberiana,8.95,2.266667
1,V. sieberiana,12.716667,2.266667
1,V. sieberiana,7.681405,2.267337
1,V. sieberiana,10.99034,2.26778
1,V. sieberiana,9.2008,2.2692
1,V. sieberiana,10.44813,2.27026
1,V. sieberiana,10.44852,2.27144
1,V. sieberiana,10.99156,2.27146
1,V. sieberiana,10.44857,2.2716
1,V. sieberiana,9.006793,2.271651
1,V. sieberiana,7.98124,2.272222
1,V. sieberiana,11.39972,2.27409
1,V. sieberiana,7.997263,2.276939
1,V. sieberiana,8.49567,2.27759
1,V. sieberiana,7.3192,2.27773
1,V. sieberiana,10.81886,2.27831
1,V. sieberiana,8.025631,2.27975
1,V. sieberiana,9.000215,2.280557
1,V. sieberiana,10.82005,2.2819
1,V. sieberiana,7.998359,2.282093
1,V. sieberiana,8.019332,2.282792
1,V. sieberiana,12.166667,2.283333
1,V. sieberiana,11.356299,2.284214
1,V. sieberiana,7.979925,2.284933
1,V. sieberiana,10.99311,2.28519
1,V. sieberiana,8.014588,2.285622
1,V. sieberiana,10.9933,2.28577
1,V. sieberiana,8.008447,2.286005
1,V. sieberiana,7.31933,2.28712
1,V. sieberiana,7.988089,2.290775
1,V. sieberiana,9.1682,2.29274
1,V. sieberiana,8.047612,2.302036
1,V. sieberiana,7.985152,2.305014
1,V. sieberiana,10.90989,2.30716
1,V. sieberiana,10.90989,2.30716
1,V. sieberiana,10.91013,2.30787
1,V. sieberiana,9.042797,2.312222
1,V. sieberiana,11.6816,2.3142
1,V. sieberiana,10.88278,2.31637
1,V. sieberiana,10.88282,2.31648
1,V. sieberiana,10.88283,2.31651
1,V. sieberiana,12.1,2.316667
1,V. sieberiana,10.88318,2.31758
1,V. sieberiana,8.001293,2.318112
1,V. sieberiana,9.020627,2.321088
1,V. sieberiana,11.350007,2.322485
1,V. sieberiana,11.02753,2.32531
1,V. sieberiana,11.02774,2.32591
1,V. sieberiana,11.0279,2.3264
1,V. sieberiana,11.0284,2.32791
1,V. sieberiana,11.02875,2.32898
1,V. sieberiana,8.006439,2.329028
1,V. sieberiana,8.007413,2.332793
1,V. sieberiana,8.008552,2.343571
1,V. sieberiana,9.053548,2.343923
1,V. sieberiana,11.6681,2.3459
1,V. sieberiana,11.338534,2.349062
1,V. sieberiana,8.02491,2.34935
1,V. sieberiana,11.966667,2.35
1,V. sieberiana,11.335544,2.350865
1,V. sieberiana,8.009414,2.351028
1,V. sieberiana,11.336187,2.351386
1,V. sieberiana,10.84709,2.35426
1,V. sieberiana,9.91542,2.35567
1,V. sieberiana,8.011239,2.355762
1,V. sieberiana,9.91579,2.35679
1,V. sieberiana,8.008176,2.357418
1,V. sieberiana,10.83974,2.35938
1,V. sieberiana,8.012381,2.36302
1,V. sieberiana,11.35391,2.36343
1,V. sieberiana,11.1007,2.36399
1,V. sieberiana,12.483333,2.366667
1,V. sieberiana,7.97062,2.36745
1,V. sieberiana,7.97065,2.36756
1,V. sieberiana,7.97066,2.36758
1,V. sieberiana,7.97085,2.36816
1,V. sieberiana,7.97102,2.36865
1,V. sieberiana,8.083484,2.368672
1,V. sieberiana,8.095459,2.368708
1,V. sieberiana,8.010816,2.36873
1,V. sieberiana,7.97139,2.36976
1,V. sieberiana,11.336401,2.370133
1,V. sieberiana,8.007667,2.373943
1,V. sieberiana,11.24045,2.378517
1,V. sieberiana,11.38035,2.37951
1,V. sieberiana,7.997602,2.38119
1,V. sieberiana,8.005418,2.381678
1,V. sieberiana,11.38108,2.3817
1,V. sieberiana,11.38108,2.3817
1,V. sieberiana,11.674785,2.381869
1,V. sieberiana,7.756492,2.382379
1,V. sieberiana,7.756492,2.382379
1,V. sieberiana,7.45,2.383333
1,V. sieberiana,7.783333,2.383333
1,V. sieberiana,11.816667,2.383333
1,V. sieberiana,8.01587,2.38553
1,V. sieberiana,8.01591,2.38564
1,V. sieberiana,8.01611,2.38623
1,V. sieberiana,8.01664,2.38784
1,V. sieberiana,10.345408,2.391939
1,V. sieberiana,11.092642,2.395228
1,V. sieberiana,11.66758,2.395555
1,V. sieberiana,11.668006,2.396095
1,V. sieberiana,10.636566,2.396347
1,V. sieberiana,10.641198,2.397206
1,V. sieberiana,11.029633,2.398406
1,V. sieberiana,11.086201,2.398803
1,V. sieberiana,7.766667,2.4
1,V. sieberiana,7.8,2.4
1,V. sieberiana,7.8,2.4
1,V. sieberiana,11.916667,2.4
1,V. sieberiana,11.933333,2.4
1,V. sieberiana,11.933333,2.4
1,V. sieberiana,11.933333,2.4
1,V. sieberiana,11.933333,2.4
1,V. sieberiana,12.15,2.4
1,V. sieberiana,11.662286,2.402181
1,V. sieberiana,8.227959,2.404761
1,V. sieberiana,11.68787,2.40633
1,V. sieberiana,11.68756,2.40666
1,V. sieberiana,11.12739,2.4081
1,V. sieberiana,11.062961,2.408958
1,V. sieberiana,11.94216,2.40909
1,V. sieberiana,7.7975,2.409961
1,V. sieberiana,7.7975,2.409961
1,V. sieberiana,11.12845,2.41131
1,V. sieberiana,7.45548,2.41464
1,V. sieberiana,11.94413,2.41503
1,V. sieberiana,11.60646,2.41556
1,V. sieberiana,7.767899,2.416401
1,V. sieberiana,7.767899,2.416401
1,V. sieberiana,11.52537,2.41664
1,V. sieberiana,11.9,2.416667
1,V. sieberiana,12.483333,2.416667
1,V. sieberiana,10.111787,2.41723
1,V. sieberiana,7.31865,2.4204
1,V. sieberiana,11.638581,2.422983
1,V. sieberiana,11.67887,2.42473
1,V. sieberiana,11.633069,2.425104
1,V. sieberiana,11.67861,2.42514
1,V. sieberiana,11.632997,2.42537
1,V. sieberiana,11.633178,2.425755
1,V. sieberiana,11.67944,2.42643
1,V. sieberiana,11.67923,2.42685
1,V. sieberiana,9.2766,2.4289
1,V. sieberiana,9.99563,2.43363
1,V. sieberiana,11.7763,2.4343
1,V. sieberiana,9.99589,2.4344
1,V. sieberiana,11.261561,2.435098
1,V. sieberiana,9.99652,2.43629
1,V. sieberiana,11.277254,2.436386
1,V. sieberiana,9.99655,2.4364
1,V. sieberiana,7.404279,2.436967
1,V. sieberiana,9.99701,2.43776
1,V. sieberiana,9.99749,2.43921
1,V. sieberiana,11.58843,2.44312
1,V. sieberiana,10.984252,2.445388
1,V. sieberiana,9.8973,2.44634
1,V. sieberiana,10.983732,2.448227
1,V. sieberiana,11.983333,2.45
1,V. sieberiana,11.983333,2.45
1,V. sieberiana,11.983333,2.45
1,V. sieberiana,11.983333,2.45
1,V. sieberiana,12.45,2.45
1,V. sieberiana,11.023585,2.451997
1,V. sieberiana,10.4443,2.453
1,V. sieberiana,11.38973,2.45339
1,V. sieberiana,11.023751,2.453846
1,V. sieberiana,11.315935,2.456937
1,V. sieberiana,11.001765,2.458381
1,V. sieberiana,11.023654,2.460071
1,V. sieberiana,11.004239,2.461104
1,V. sieberiana,11.021196,2.461284
1,V. sieberiana,11.021766,2.461439
1,V. sieberiana,11.020899,2.462017
1,V. sieberiana,11.006351,2.463691
1,V. sieberiana,11.005962,2.463975
1,V. sieberiana,11.004787,2.464106
1,V. sieberiana,11.002148,2.464824
1,V. sieberiana,8.28114,2.46621
1,V. sieberiana,10.986479,2.472523
1,V. sieberiana,7.616739,2.472924
1,V. sieberiana,10.93828,2.47464
1,V. sieberiana,11.134863,2.475252
1,V. sieberiana,10.676251,2.477564
1,V. sieberiana,11.138684,2.478057
1,V. sieberiana,10.92921,2.480568
1,V. sieberiana,7.42016,2.481069
1,V. sieberiana,11.339974,2.482982
1,V. sieberiana,11.33785,2.483774
1,V. sieberiana,10.984222,2.490494
1,V. sieberiana,11.309967,2.491383
1,V. sieberiana,10.3952,2.49237
1,V. sieberiana,10.929801,2.493077
1,V. sieberiana,10.983983,2.493927
1,V. sieberiana,11.345718,2.49418
1,V. sieberiana,10.358411,2.495107
1,V. sieberiana,11.330265,2.495802
1,V. sieberiana,8.033333,2.5
1,V. sieberiana,11.533333,2.5
1,V. sieberiana,11.533333,2.5
1,V. sieberiana,11.533333,2.5
1,V. sieberiana,11.328908,2.505967
1,V. sieberiana,9.395111,2.506333
1,V. sieberiana,10.903203,2.512526
1,V. sieberiana,10.42325,2.51328
1,V. sieberiana,10.2335,2.5141
1,V. sieberiana,12.55,2.516667
1,V. sieberiana,11.330433,2.524817
1,V. sieberiana,11.384167,2.526517
1,V. sieberiana,12.55,2.533333
1,V. sieberiana,10.80421,2.53427
1,V. sieberiana,10.21336,2.53522
1,V. sieberiana,7.555019,2.535306
1,V. sieberiana,10.21346,2.53552
1,V. sieberiana,10.21408,2.53738
1,V. sieberiana,10.58396,2.54315
1,V. sieberiana,10.58401,2.54329
1,V. sieberiana,7.577263,2.543567
1,V. sieberiana,10.58512,2.54666
1,V. sieberiana,10.58553,2.54789
1,V. sieberiana,10.58599,2.54926
1,V. sieberiana,10.5861,2.54962
1,V. sieberiana,10.58638,2.55044
1,V. sieberiana,11.79584,2.55051
1,V. sieberiana,11.52462,2.55117
1,V. sieberiana,11.79627,2.5518
1,V. sieberiana,10.31267,2.55274
1,V. sieberiana,11.52524,2.55306
1,V. sieberiana,10.31285,2.55328
1,V. sieberiana,11.39892,2.55411
1,V. sieberiana,10.3132,2.55432
1,V. sieberiana,11.7973,2.55491
1,V. sieberiana,11.306396,2.555007
1,V. sieberiana,10.31355,2.55539
1,V. sieberiana,10.31362,2.55558
1,V. sieberiana,10.30473,2.55609
1,V. sieberiana,10.31392,2.55652
1,V. sieberiana,10.31406,2.55693
1,V. sieberiana,11.52693,2.55818
1,V. sieberiana,10.31448,2.55819
1,V. sieberiana,10.31454,2.55838
1,V. sieberiana,10.31468,2.55879
1,V. sieberiana,10.30574,2.55913
1,V. sieberiana,10.795593,2.559163
1,V. sieberiana,6.77698,2.55955
1,V. sieberiana,10.31505,2.55991
1,V. sieberiana,10.797159,2.559993
1,V. sieberiana,10.832123,2.560628
1,V. sieberiana,10.31538,2.5609
1,V. sieberiana,10.3064,2.5611
1,V. sieberiana,10.835326,2.561291
1,V. sieberiana,6.77758,2.56134
1,V. sieberiana,6.77768,2.56164
1,V. sieberiana,10.813404,2.561762
1,V. sieberiana,6.77772,2.56178
1,V. sieberiana,6.77779,2.56197
1,V. sieberiana,10.30671,2.56206
1,V. sieberiana,10.67478,2.56237
1,V. sieberiana,6.77818,2.56314
1,V. sieberiana,7.19446,2.56329
1,V. sieberiana,6.7783,2.56349
1,V. sieberiana,6.77847,2.564
1,V. sieberiana,6.77851,2.56414
1,V. sieberiana,6.77883,2.56509
1,V. sieberiana,10.800368,2.56512
1,V. sieberiana,6.77904,2.56571
1,V. sieberiana,7.85333,2.56732
1,V. sieberiana,10.67662,2.56794
1,V. sieberiana,6.77842,2.56927
1,V. sieberiana,10.67712,2.56945
1,V. sieberiana,11.8833,2.5758
1,V. sieberiana,11.8833,2.5758
1,V. sieberiana,8.72224,2.57715
1,V. sieberiana,10.824841,2.578497
1,V. sieberiana,8.72288,2.57909
1,V. sieberiana,10.31316,2.5815
1,V. sieberiana,10.64811,2.58201
1,V. sieberiana,10.64826,2.58248
1,V. sieberiana,10.64995,2.58758
1,V. sieberiana,8.888,2.5941
1,V. sieberiana,11.470133,2.5953
1,V. sieberiana,10.860212,2.59896
1,V. sieberiana,10.859791,2.602337
1,V. sieberiana,6.569916,2.608119
1,V. sieberiana,10.807787,2.608387
1,V. sieberiana,10.857722,2.610254
1,V. sieberiana,10.8075,2.610428
1,V. sieberiana,11.45395,2.61113
1,V. sieberiana,11.4543,2.6122
1,V. sieberiana,9.22824,2.62039
1,V. sieberiana,10.874339,2.628001
1,V. sieberiana,11.583333,2.633333
1,V. sieberiana,11.583333,2.633333
1,V. sieberiana,11.583333,2.633333
1,V. sieberiana,11.616667,2.633333
1,V. sieberiana,11.616667,2.633333
1,V. sieberiana,11.616667,2.633333
1,V. sieberiana,12.5,2.633333
1,V. sieberiana,10.826123,2.633458
1,V. sieberiana,11.07329,2.6365
1,V. sieberiana,11.0733,2.63652
1,V. sieberiana,11.0733,2.63652
1,V. sieberiana,11.07349,2.6371
1,V. sieberiana,11.07349,2.6371
1,V. sieberiana,11.07386,2.63823
1,V. sieberiana,11.07415,2.6391
1,V. sieberiana,11.0745,2.64018
1,V. sieberiana,11.00096,2.64577
1,V. sieberiana,8.57508,2.65558
1,V. sieberiana,10.30441,2.66432
1,V. sieberiana,6.531655,2.66465
1,V. sieberiana,10.30476,2.66536
1,V. sieberiana,11.08293,2.66568
1,V. sieberiana,8.546281,2.666646
1,V. sieberiana,11.6738,2.667
1,V. sieberiana,8.542692,2.667317
1,V. sieberiana,8.537907,2.667855
1,V. sieberiana,10.30614,2.66952
1,V. sieberiana,8.485669,2.66977
1,V. sieberiana,8.479954,2.670175
1,V. sieberiana,10.30647,2.67053
1,V. sieberiana,8.475437,2.672716
1,V. sieberiana,10.412247,2.673409
1,V. sieberiana,6.544155,2.67715
1,V. sieberiana,11.93156,2.67853
1,V. sieberiana,11.94088,2.67937
1,V. sieberiana,11.66055,2.67973
1,V. sieberiana,11.66056,2.67975
1,V. sieberiana,11.94101,2.67976
1,V. sieberiana,10.30388,2.68091
1,V. sieberiana,11.93248,2.68131
1,V. sieberiana,11.94157,2.68147
1,V. sieberiana,10.44007,2.68236
1,V. sieberiana,11.79726,2.68279
1,V. sieberiana,10.57597,2.68296
1,V. sieberiana,11.93303,2.68299
1,V. sieberiana,10.30459,2.68305
1,V. sieberiana,10.57601,2.68307
1,V. sieberiana,10.30516,2.68477
1,V. sieberiana,12.20533,2.68573
1,V. sieberiana,11.93396,2.68583
1,V. sieberiana,10.30592,2.68707
1,V. sieberiana,11.93459,2.68773
1,V. sieberiana,10.45106,2.68824
1,V. sieberiana,10.57808,2.68932
1,V. sieberiana,12.2039,2.69054
1,V. sieberiana,10.57863,2.691
1,V. sieberiana,11.93591,2.69172
1,V. sieberiana,12.20443,2.69214
1,V. sieberiana,11.93323,2.69275
1,V. sieberiana,8.494328,2.692995
1,V. sieberiana,11.9334,2.69328
1,V. sieberiana,11.93344,2.69339
1,V. sieberiana,7.19293,2.69424
1,V. sieberiana,8.762773,2.695984
1,V. sieberiana,8.491673,2.696335
1,V. sieberiana,11.52737,2.69653
1,V. sieberiana,11.66334,2.69735
1,V. sieberiana,11.93487,2.69774
1,V. sieberiana,11.93499,2.6981
1,V. sieberiana,8.491143,2.699406
1,V. sieberiana,11.66437,2.70046
1,V. sieberiana,10.40067,2.701294
1,V. sieberiana,8.765636,2.702663
1,V. sieberiana,8.768696,2.7058
1,V. sieberiana,8.496934,2.709086
1,V. sieberiana,8.712172,2.71561
1,V. sieberiana,8.495935,2.716616
1,V. sieberiana,8.712036,2.721335
1,V. sieberiana,8.771234,2.721632
1,V. sieberiana,8.765918,2.722905
1,V. sieberiana,9.207463,2.723105
1,V. sieberiana,9.207611,2.724139
1,V. sieberiana,8.783272,2.726
1,V. sieberiana,8.771636,2.726442
1,V. sieberiana,11.3449,2.72841
1,V. sieberiana,8.77716,2.729
1,V. sieberiana,8.773903,2.73
1,V. sieberiana,11.34556,2.73041
1,V. sieberiana,11.268714,2.730819
1,V. sieberiana,11.34591,2.73148
1,V. sieberiana,8.49507,2.73408
1,V. sieberiana,8.710978,2.739618
1,V. sieberiana,11.5464,2.7441
1,V. sieberiana,11.5464,2.7441
1,V. sieberiana,11.7866,2.7441
1,V. sieberiana,12.35,2.75
1,V. sieberiana,11.7477,2.7521
1,V. sieberiana,10.36984,2.75263
1,V. sieberiana,9.194105,2.752799
1,V. sieberiana,9.195139,2.753611
1,V. sieberiana,11.766667,2.766667
1,V. sieberiana,11.7508,2.769
1,V. sieberiana,11.7719,2.7795
1,V. sieberiana,12.366667,2.783333
1,V. sieberiana,12.366667,2.783333
1,V. sieberiana,12.366667,2.783333
1,V. sieberiana,12.383333,2.783333
1,V. sieberiana,12.383333,2.783333
1,V. sieberiana,11.7894,2.7901
1,V. sieberiana,11.2091,2.79208
1,V. sieberiana,11.6738,2.7955
1,V. sieberiana,12.4,2.8
1,V. sieberiana,10.57682,2.80407
1,V. sieberiana,10.57789,2.80731
1,V. sieberiana,10.357361,2.814485
1,V. sieberiana,11.66033,2.81633
1,V. sieberiana,12.4,2.816667
1,V. sieberiana,12.4,2.816667
1,V. sieberiana,11.79676,2.81858
1,V. sieberiana,11.67018,2.81877
1,V. sieberiana,10.44007,2.81909
1,V. sieberiana,11.67037,2.81935
1,V. sieberiana,11.80609,2.81945
1,V. sieberiana,10.44024,2.81961
1,V. sieberiana,11.79719,2.8199
1,V. sieberiana,11.24548,2.82011
1,V. sieberiana,10.44046,2.82027
1,V. sieberiana,11.66198,2.82134
1,V. sieberiana,11.79782,2.8218
1,V. sieberiana,11.79796,2.82224
1,V. sieberiana,11.67136,2.82235
1,V. sieberiana,11.66239,2.82258
1,V. sieberiana,10.44123,2.82262
1,V. sieberiana,11.67152,2.82282
1,V. sieberiana,11.79823,2.82307
1,V. sieberiana,11.67165,2.82323
1,V. sieberiana,11.66284,2.82392
1,V. sieberiana,11.79876,2.82466
1,V. sieberiana,11.79885,2.82494
1,V. sieberiana,10.44214,2.82536
1,V. sieberiana,11.80823,2.82595
1,V. sieberiana,11.79629,2.82633
1,V. sieberiana,11.79631,2.82638
1,V. sieberiana,11.67296,2.82719
1,V. sieberiana,11.80574,2.82756
1,V. sieberiana,11.67314,2.82774
1,V. sieberiana,11.66142,2.82878
1,V. sieberiana,11.80014,2.82885
1,V. sieberiana,11.67084,2.82993
1,V. sieberiana,11.79753,2.8301
1,V. sieberiana,11.79758,2.83024
1,V. sieberiana,11.79778,2.83084
1,V. sieberiana,11.79795,2.83137
1,V. sieberiana,11.80721,2.83202
1,V. sieberiana,11.66252,2.83214
1,V. sieberiana,11.67172,2.8326
1,V. sieberiana,11.79853,2.83313
1,V. sieberiana,12.4,2.833333
1,V. sieberiana,12.4,2.833333
1,V. sieberiana,12.4,2.833333
1,V. sieberiana,13.033333,2.833333
1,V. sieberiana,11.66332,2.83456
1,V. sieberiana,11.7991,2.83486
1,V. sieberiana,11.67254,2.83507
1,V. sieberiana,11.67269,2.83554
1,V. sieberiana,11.79935,2.83563
1,V. sieberiana,9.97227,2.83606
1,V. sieberiana,11.8461,2.8381
1,V. sieberiana,12.270143,2.853906
1,V. sieberiana,10.09642,2.86497
1,V. sieberiana,10.09667,2.86574
1,V. sieberiana,11.7138,2.8666
1,V. sieberiana,11.7077,2.8682
1,V. sieberiana,9.36405,2.87511
1,V. sieberiana,9.36408,2.87522
1,V. sieberiana,12.286557,2.890844
1,V. sieberiana,11.25436,2.8928
1,V. sieberiana,11.6596,2.9223
1,V. sieberiana,11.6596,2.9223
1,V. sieberiana,10.43255,2.92409
1,V. sieberiana,10.43374,2.92771
1,V. sieberiana,12.212891,2.929713
1,V. sieberiana,11.9,2.933333
1,V. sieberiana,11.6536,2.9334
1,V. sieberiana,11.6536,2.9334
1,V. sieberiana,11.9414,2.95592
1,V. sieberiana,11.94232,2.95873
1,V. sieberiana,11.67112,2.95907
1,V. sieberiana,11.66214,2.95926
1,V. sieberiana,11.94252,2.95933
1,V. sieberiana,11.67148,2.96017
1,V. sieberiana,11.67207,2.96196
1,V. sieberiana,11.94399,2.9638
1,V. sieberiana,11.67048,2.96632
1,V. sieberiana,10.18722,2.96635
1,V. sieberiana,11.6266,2.9679
1,V. sieberiana,10.18835,2.96977
1,V. sieberiana,11.6717,2.97003
1,V. sieberiana,11.67182,2.97039
1,V. sieberiana,11.67183,2.97042
1,V. sieberiana,11.67185,2.97047
1,V. sieberiana,11.66291,2.97078
1,V. sieberiana,11.663,2.97105
1,V. sieberiana,11.66304,2.97119
1,V. sieberiana,10.18893,2.97155
1,V. sieberiana,11.67227,2.97177
1,V. sieberiana,12.07927,2.97184
1,V. sieberiana,11.214836,2.972518
1,V. sieberiana,10.1893,2.97265
1,V. sieberiana,11.93484,2.97268
1,V. sieberiana,10.23198,2.97408
1,V. sieberiana,10.305824,2.977014
1,V. sieberiana,10.23364,2.97912
1,V. sieberiana,11.156826,2.980015
1,V. sieberiana,10.711399,2.981372
1,V. sieberiana,11.4,2.983333
1,V. sieberiana,11.933333,2.983333
1,V. sieberiana,10.23512,2.98358
1,V. sieberiana,11.149302,2.984778
1,V. sieberiana,11.154982,2.985236
1,V. sieberiana,11.153706,2.985959
1,V. sieberiana,11.159657,2.987516
1,V. sieberiana,11.147747,2.987535
1,V. sieberiana,11.151057,2.987825
1,V. sieberiana,11.148542,2.987929
1,V. sieberiana,11.150559,2.988461
1,V. sieberiana,11.153263,2.989485
1,V. sieberiana,11.152694,2.989669
1,V. sieberiana,11.150062,2.989687
1,V. sieberiana,11.151489,2.989934
1,V. sieberiana,11.061648,2.992235
1,V. sieberiana,11.60675,3.000167
1,V. sieberiana,9.51844,3.00445
1,V. sieberiana,11.595056,3.0055
1,V. sieberiana,11.165301,3.006118
1,V. sieberiana,11.076011,3.00803
1,V. sieberiana,11.166142,3.008398
1,V. sieberiana,11.167218,3.008508
1,V. sieberiana,10.458106,3.008726
1,V. sieberiana,11.168249,3.00925
1,V. sieberiana,11.95,3.016667
1,V. sieberiana,9.52692,3.02097
1,V. sieberiana,9.52692,3.02097
1,V. sieberiana,9.52711,3.02155
1,V. sieberiana,9.52727,3.02204
1,V. sieberiana,9.52748,3.02267
