Lat,Long
-22.88783,17.6073
-22.875,29.625
-22.875,29.125
-22.875,29.125
-22.793,27.458
-22.7279,14.899
-22.727594,15.08287
-22.7271,14.9
-22.7263,14.9571
-22.716969,14.900788
-22.690592,14.790553
-22.689419,17.122364
-22.675882,15.023643
-22.634626,14.732981
-22.625,17.125
-22.604889,17.084228
-22.576748,17.134706
-22.532928,14.829758
-22.513505,14.991979
-22.488142,17.466593
-22.483368,17.41045
-22.3948,15.1653
-22.375506,15.152521
-22.375,25.625
-22.375,29.125
-22.375,16.125
-22.375,17.125
-22.32715,15.157725
-22.313623,15.165028
-22.303573,17.04311
-22.297169,15.156903
-22.269505,16.900808
-22.22755,26.68897
-22.21248,26.67773
-22.125,22.625
-22.0384,17.366773
-21.875,16.875
-21.875,16.875
-21.875,16.875
-21.875,16.875
-21.875,16.875
-21.875,15.125
-21.755325,16.50308
-21.625,21.625
-21.39931,26.57366
-21.38745,26.54916
-21.37646,15.519048
-21.375,25.125
-21.375,25.375
-21.125,24.375
-21.125,17.125
-21.10262,21.50619
-21.015948,14.684696
-21.013428,14.687507
-21.01342,14.686327
-20.820319,16.621866
-20.820319,16.621866
-20.820319,16.621866
-20.759605,16.794765
-20.60423,22.74339
-20.57365,26.14417
-20.57365,26.14417
-20.55838,22.54532
-20.54845,24.49694
-20.52216,22.72747
-20.51143,24.50095
-20.50805,24.49694
-20.50102,22.78305
-20.47706,22.6739
-20.422991,17.331963
-20.40653,22.76541
-20.40653,22.76541
-20.39814,22.63433
-20.375,22.875
-20.32234,24.31784
-20.31951,24.32032
-20.30172,22.96673
-20.29956,23.30693
-20.29091,23.86546
-20.29091,23.86546
-20.28668,23.86968
-20.28267,22.97813
-20.28233,22.97741
-20.24556,24.71743
-20.21907,23.03139
-20.20337,23.08312
-20.20337,23.08312
-20.19178,22.5554
-20.18692,22.47235
-20.1865,24.29742
-20.17769,23.10602
-20.17769,23.10602
-20.17384,23.63243
-20.17384,23.63243
-20.172485,23.03749
-20.15711,23.12229
-20.15627,23.14814
-20.15231,22.99248
-20.15211,23.12229
-20.15211,23.12229
-20.15211,23.12229
-20.15211,23.12229
-20.14216,23.03431
-20.13477,23.58362
-20.13019,25.13378
-20.12989,25.13534
-20.125,17.125
-20.125,17.125
-20.12066,22.96797
-20.11879,22.28182
-20.113875,23.04842
-20.11339,23.17075
-20.10264,23.0266
-20.10264,23.0266
-20.10264,23.0266
-20.1003,23.02842
-20.1003,23.02842
-20.1003,23.02842
-20.09772,23.03302
-20.09772,23.03302
-20.09687,23.02989
-20.09424,22.59808
-20.09049,23.10829
-20.08513,22.00515
-20.082085,23.04847
-20.08184,23.00904
-20.07362,22.94668
-20.072456,23.359581
-20.07151,24.67124
-20.0621,21.32475
-20.05705,23.20097
-20.05202,26.17673
-20.05,24.533333
-20.04984,22.99635
-20.04984,22.99635
-20.04984,22.99635
-20.04831,22.99927
-20.04831,22.99927
-20.04615,23.20895
-20.04225,25.12054
-20.04116,23.20051
-20.04061,23.06726
-20.02915,23.09399
-20.02915,23.09399
-20.02915,23.09399
-20.02498,23.0984
-20.02498,23.53604
-20.02498,23.53604
-20.01584,24.70536
-20.01244,23.0811
-20.01244,23.0811
-20.00508,22.91698
-20.00292,22.76432
-20.00165,22.76528
-19.99318,22.61849
-19.97843,23.35228
-19.97843,23.35228
-19.97634,23.35156
-19.96455,23.14558
-19.96455,23.14558
-19.96455,23.14558
-19.96255,22.68979
-19.95797,22.93463
-19.95225,22.66603
-19.95102,22.93365
-19.95099,22.6666
-19.94717,23.15493
-19.94717,23.15493
-19.94717,23.15493
-19.93992,22.9288
-19.92934,23.166603
-19.92934,23.16603
-19.92934,23.16603
-19.92828,23.16696
-19.92828,23.16696
-19.92828,23.16696
-19.92434,23.28441
-19.91391,23.17427
-19.91391,23.17427
-19.91391,23.17427
-19.91007,22.58178
-19.90289,25.27172
-19.89726,23.40712
-19.88015,23.40112
-19.87703,23.44801
-19.875,17.875
-19.87369,23.44987
-19.87177,23.10995
-19.87177,23.10995
-19.87032,23.4513
-19.86461,22.70234
-19.863771,23.265097
-19.862634,23.263573
-19.86038,22.72185
-19.85703,22.78647
-19.85614,22.88431
-19.8558,23.34806
-19.85569,23.45012
-19.85493,23.39547
-19.85493,23.39547
-19.85493,23.39547
-19.85325,23.0778
-19.85325,23.0778
-19.8399,23.30151
-19.83781,23.5833
-19.83781,23.5833
-19.83781,23.5833
-19.83442,23.57785
-19.8318,23.41175
-19.8303,23.5713
-19.8303,23.5713
-19.82696,23.12005
-19.82623,23.59491
-19.82623,23.59491
-19.82623,23.59491
-19.82238,23.56188
-19.82122,23.42133
-19.82122,23.42133
-19.82122,23.42133
-19.80233,23.56053
-19.80135,23.56954
-19.7878,23.01372
-19.78753,23.54678
-19.7857,22.43651
-19.7852,22.43824
-19.7821,23.25078
-19.78145,23.64543
-19.78145,23.64543
-19.77855,22.98469
-19.77848,23.51885
-19.77643,23.17102
-19.774821,23.254392
-19.77437,23.45663
-19.76956,23.48842
-19.76597,23.60125
-19.76597,23.60125
-19.76597,23.60125
-19.76527,23.48653
-19.76371,22.21968
-19.76309,23.64734
-19.75806,23.5898
-19.75806,23.5898
-19.75781,23.46811
-19.7564,22.80798
-19.75253,23.15613
-19.7514,23.46578
-19.75049,25.82638
-19.74324,22.80699
-19.741,22.79008
-19.73623,23.22505
-19.73392,23.41425
-19.73366,23.49213
-19.73132,23.14583
-19.7245,23.10747
-19.71637,23.11545
-19.71116,23.20834
-19.71116,23.20834
-19.7012,23.51983
-19.6918,23.59606
-19.69049,23.5948
-19.6869,23.38655
-19.686866,23.181756
-19.67905,26.03821
-19.67905,26.03821
-19.67274,23.1797
-19.67274,23.1797
-19.6724,23.1797
-19.67147,23.55052
-19.6663,23.3538
-19.66162,23.70928
-19.66028,23.3512
-19.6442,23.30173
-19.63075,23.61659
-19.63075,23.61659
-19.63075,23.61659
-19.6292,23.60982
-19.6287,23.5639
-19.62861,23.63554
-19.62861,23.63554
-19.62861,23.63554
-19.62801,23.7015
-19.62739,23.57364
-19.62739,23.57364
-19.61831,22.31385
-19.61831,22.31385
-19.60612,23.29016
-19.59452,23.2906
-19.59187,23.55761
-19.59151,23.5503
-19.59151,23.5503
-19.59151,23.5503
-19.58784,22.22583
-19.58647,22.22614
-19.58647,22.22614
-19.57759,23.56927
-19.56877,23.57021
-19.56877,23.57021
-19.56877,23.57021
-19.565705,23.21705
-19.5605,23.79938
-19.55794,23.09938
-19.557,23.53559
-19.54087,23.56166
-19.54087,23.56166
-19.53879,23.49226
-19.53879,23.49226
-19.53765,21.73004
-19.53343,23.16483
-19.53,23.09
-19.52104,23.14541
-19.51678,25.95613
-19.48866,21.98444
-19.47723,23.71119
-19.47239,23.6899
-19.411041,15.923388
-19.403335,23.42609
-19.37847,23.45483
-19.37678,25.88033
-19.375,23.125
-19.36144,26.08534
-19.35614,23.47681
-19.33389,22.005773
-19.33227,22.009891
-19.32615,23.50682
-19.3209,25.66279
-19.28725,26.06324
-19.274,23.51383
-19.20334,23.99636
-19.18076,23.74619
-19.169016,16.106644
-19.16798,23.75534
-19.10895,25.72866
-19.07655,22.00927
-19.061445,25.713823
-19.03498,25.699883
-18.95492,21.34825
-18.9343,21.33032
-18.92689,21.27503
-18.92523,21.26991
-18.92445,21.27228
-18.89101,21.86071
-18.88783,21.82578
-18.875,17.125
-18.84992,22.49316
-18.81492,22.21012
-18.807842,16.937485
-18.79866,21.30867
-18.7975,16.905747
-18.79324,22.63693
-18.786597,18.935366
-18.78098,21.40533
-18.77701,21.68829
-18.754396,17.134262
-18.73883,21.53748
-18.730222,21.42426
-18.71072,21.46237
-18.68737,22.30101
-18.627295,19.179575
-18.62588,22.86898
-18.47093,21.93883
-18.375,24.625
-18.375,13.125
-18.31665,21.90787
-18.26996,21.53622
-18.24095,21.51017
-18.210358,24.324592
-18.16086,21.50545
-18.14223,21.54618
-18.12654,24.316504
-18.126435,24.316287
-18.114309,24.316557
-18.073,23.351
-18.073,23.351
-18.06541,24.22906
-18.054062,24.31539
-18.053447,24.314147
-18.050582,24.310443
-18.05054,24.310433
-18.0484,24.290212
-18.045402,24.249523
-18.044953,24.236285
-18.044303,24.237407
-18.044162,24.300458
-18.043803,24.408867
-17.877092,23.317662
-17.875,23.375
-17.875,24.875
-17.86663,25.2379
-17.809595,25.250138
-17.625,16.375
-17.375,16.375
-17.293374,18.346599
-17.293374,18.346599
-17.293374,18.346599
-17.293374,18.346599
-17.293374,18.346599
-17.293374,18.346599
-16.875,12.375
-16.47,14.58
-16.34,14.55
-16.34,14.55
-16.2,22.02
-16.01,15.11
